0.9	2682.875	2.436747774330171
0.9001768828231748	1.0	0.9
0.949613187461793	980.6666666666666	0.9
0.9558460573101861	1589.2857142857142	0.9
0.9609394250513348	1055.2	0.9
0.9673873045078197	1025.5	0.9
0.9737593031329571	835.5	0.9
0.9762724178013948	1837.25	0.9
0.9877417633720155	1644.5	0.9
0.9984050697066887	1055.2	0.9
0.9988341968911918	2289.0	0.9
0.9994736842105263	1874.25	0.9
1	1407.4	0.9
1.0003929394683673	1.0	0.9
1.0009185070192133	1818.2631578947369	0.9
1.0078918650354451	1315.5	0.9
1.0092125922436803	2529.3636363636365	0.9
1.0102138716769937	1838.0	0.9
1.0181431971659471	2845.8333333333335	0.9
1.033393864958152	1648.4	0.9
1.04172751044249	2529.3636363636365	0.9
1.055677352130889	706.0	0.9
1.057260060026846	2261.5	0.9
1.065792759051186	1992.0	0.9
1.0660400289654226	2217.1111111111113	0.9
1.0771681304100589	3338.1428571428573	0.9
1.1270379183454258	1690.0	0.9
1.1458190159583592	2217.1111111111113	0.9
1.1509698811376412	2613.714285714286	0.9
1.1573358357591532	1416.0	0.9
1.165360059144571	2142.4166666666665	0.9
1.1859708945679797	2682.875	0.9
1.1911707177604405	1818.2631578947369	0.9
1.200392802159672	1.0	0.9
1.2397199879492653	1389.0	0.9
1.2527539212724967	2356.5454545454545	0.9
1.2562800636074272	1837.6666666666667	0.9
1.2571346473533	1625.5714285714287	0.9
1.280091166660404	2529.3636363636365	0.9
1.3199812335781755	2408.8	0.9
1.3226732893556536	2356.5454545454545	0.9
1.3528545172129267	2535.1111111111113	0.9
1.3771090023851418	1884.1666666666667	0.9
1.3818693982921881	3338.1428571428573	0.9
1.3821294939036965	2159.75	0.9
1.400541053021875	1874.25	0.9
1.4033426130081947	1521.8	0.9
1.4140619949678355	2142.4166666666665	0.9
1.4274602833725916	1025.5	0.9
1.4519160483174893	2316.0	0.9
1.4599972800920478	2159.75	0.9
1.5020456126831863	2541.5555555555557	0.9
1.5023765699670837	1812.6666666666667	0.9
1.5041636818860566	1818.2631578947369	0.9
1.511961162814101	2577.0	0.9
1.5347287455066418	2084.4285714285716	0.9
1.5359598165449055	1433.0	0.9
1.537305959155955	2000.0	0.9
1.5376467290311115	2084.4285714285716	0.9
1.547999402512158	1818.2631578947369	0.9
1.5521866017640802	1976.625	0.9
1.5575794196836985	2020.1666666666667	0.9
1.5662363677974658	1837.25	0.9
1.6958967842011372	2326.0	0.9
1.7523989299516187	2541.5555555555557	0.9
1.7758360390419092	2004.625	0.9
1.9060085972748788	2076.1428571428573	0.9
1.9904796704788459	2613.090909090909	0.9
10	1648.4	0.9
100	2682.875	0.9
102	2217.1111111111113	0.9
103	2201.6363636363635	0.9
103.58180028357609	1025.5	0.9
104	1837.6666666666667	0.9
11	1055.2	0.9
113	1837.25	0.9
116	1407.4	0.9
12	2261.5	0.9
13	1055.2	0.9
14	2613.714285714286	0.9
140.16664243584603	1389.0	0.9
15	2845.8333333333335	0.9
16	1589.2857142857142	0.9
160.34509122972227	1589.2857142857142	0.9
17	2159.75	0.9
173.09470119737958	1716.5	0.9
18	2529.3636363636365	0.9
184.24054157752963	1828.6	0.9
185.08768507493053	1837.25	0.9
