1	10
1	15
1	2
1	23
1	37
1	41
1	42
1	43
1	47
1	48
1	49
1	57
1	64
1	73
1	96
10	60
10	64
10	8
100	67
102	23
102	52
102	53
102	81
103	33
104	61
11	49
113	27
116	42
12	25
12	48
12	50
13	1
13	49
13	55
14	37
14	45
14	55
15	62
15	89
16	76
16	89
17	23
17	26
17	27
17	33
17	39
17	53
18	26
18	49
18	50
19	22
19	48
19	72
20	1
20	34
20	67
21	44
22	48
23	30
23	33
23	41
23	60
23	80
23	82
23	9
25	1
25	11
25	21
25	57
25	77
26	15
26	38
26	43
26	53
26	61
26	73
27	24
27	26
27	29
27	59
27	61
27	73
27	88
28	1
28	32
28	43
28	50
28	75
28	8
28	81
28	94
29	1
29	119
29	53
29	64
29	66
29	73
29	76
29	84
29	95
3	21
3	28
3	46
3	62
30	39
30	41
30	69
30	85
30	94
31	33
31	48
31	50
31	80
31	99
32	33
32	43
32	44
32	54
32	59
32	60
32	71
32	79
33	23
33	37
33	43
33	47
33	51
33	62
33	66
33	67
33	69
33	96
34	19
34	49
34	51
34	53
34	55
34	64
34	97
35	28
35	44
35	45
35	48
35	56
35	70
35	71
36	101
36	18
36	37
36	84
37	1
37	19
37	32
37	40
37	45
37	50
37	54
37	88
38	104
38	32
38	39
38	42
38	43
38	69
39	24
39	32
39	49
39	54
39	71
39	73
39	90
4	5
4	56
40	1
40	18
40	20
40	23
40	63
41	27
41	38
41	39
41	56
41	62
41	8
41	92
42	35
42	39
42	43
42	65
43	104
43	112
43	16
43	31
43	4
43	51
44	17
44	42
44	65
44	67
44	85
44	98
45	20
45	35
45	38
45	44
45	5
45	55
45	60
45	61
45	65
45	77
46	28
46	45
46	59
46	61
46	73
47	31
47	34
47	36
47	41
47	43
47	48
47	50
47	55
47	59
47	68
47	86
48	106
48	139
48	16
48	24
48	27
48	42
48	43
48	54
48	56
48	60
48	67
48	92
49	32
49	37
49	43
49	47
5	62
50	24
50	34
50	37
50	38
50	40
50	45
50	56
50	70
50	91
51	29
51	36
51	52
51	53
51	57
51	63
51	65
51	76
52	13
52	23
52	50
52	54
52	63
52	74
52	76
52	88
53	100
53	30
53	45
53	47
53	52
53	76
54	30
54	31
54	36
54	39
54	47
54	81
55	18
55	19
55	22
55	29
55	35
55	40
55	44
55	53
55	56
55	59
55	62
55	86
56	1
56	17
56	40
56	42
56	43
56	52
56	68
57	24
57	47
57	48
57	61
57	63
57	67
57	79
57	9
58	10
58	54
58	59
58	81
58	87
59	1
59	20
59	26
59	32
59	33
59	47
59	51
59	69
59	71
59	79
59	88
60	24
60	45
60	58
60	62
60	63
60	67
60	78
61	34
61	35
61	59
61	71
61	72
62	18
62	19
62	31
62	37
62	46
62	52
62	65
62	68
62	69
63	17
63	18
63	29
63	33
63	51
63	53
63	54
63	56
63	62
63	65
64	27
64	30
64	34
64	50
64	65
64	68
64	72
65	14
65	28
65	31
65	36
65	51
65	52
65	60
65	69
65	75
65	83
65	84
65	85
65	98
66	32
66	70
66	73
66	86
67	1
67	22
67	35
67	4
67	43
67	45
67	98
68	82
69	43
69	58
7	44
7	69
70	26
70	40
70	43
70	60
70	73
70	81
71	11
71	40
71	45
71	56
71	57
71	75
71	83
72	106
72	32
72	40
72	50
72	54
72	65
72	70
72	86
72	88
72	92
73	38
73	6
73	74
73	81
74	14
74	30
74	41
74	58
74	78
74	79
75	20
75	21
75	47
75	48
75	64
75	87
76	17
76	21
76	52
76	58
76	69
76	89
77	1
77	114
77	12
77	17
77	40
77	57
78	27
78	62
79	50
79	60
8	36
8	38
8	57
8	76
80	48
80	52
80	59
81	36
82	31
82	93
83	105
83	29
83	51
83	69
83	76
84	1
84	26
85	60
85	82
86	28
86	50
87	19
87	60
87	66
88	68
88	83
89	1
89	48
89	58
89	6
89	74
9	40
9	42
9	47
9	58
9	62
9	74
90	2
90	25
90	4
90	48
90	72
90	93
91	22
91	52
91	60
93	18
93	36
94	56
94	58
95	37
95	49
96	95
97	33
98	1
98	37
98	46
98	73
