1	1818.2631578947369	1	1	84
1	1818.2631578947369	1	1	59
1	1818.2631578947369	1	1	77
1	1818.2631578947369	1	1	56
1	1818.2631578947369	1	1	13
1	1818.2631578947369	1	1	28
1	1818.2631578947369	1	1	29
1	1818.2631578947369	1	1	98
1	1818.2631578947369	1	1	37
1	1818.2631578947369	1	1	89
1	1818.2631578947369	1	1	40
1	1818.2631578947369	1	1	67
1	1818.2631578947369	1	1	20
1	1818.2631578947369	1	1	25
2	1.0	1	1	1
2	1.0	1	1	90
4	1775.6666666666667	1	1	67
4	1775.6666666666667	1	1	90
4	1775.6666666666667	1	1	43
5	1644.5	1	1	4
5	1644.5	1	1	45
6	1.0	1	1	89
6	1.0	1	1	73
8	1648.4	1	1	28
8	1648.4	1	1	41
8	1648.4	1	1	10
9	2115.5714285714284	1	1	57
9	2115.5714285714284	1	1	23
10	994.5	1	1	1
10	994.5	1	1	58
11	706.0	1	1	25
11	706.0	1	1	71
12	2165.0	1	1	77
13	2894.25	1	1	52
14	1889.0	1	1	74
14	1889.0	1	1	65
15	662.0	1	1	1
15	662.0	1	1	26
16	2378.6666666666665	1	1	43
16	2378.6666666666665	1	1	48
17	2084.4285714285716	1	1	76
17	2084.4285714285716	1	1	56
17	2084.4285714285716	1	1	63
17	2084.4285714285716	1	1	44
17	2084.4285714285716	1	1	77
18	1025.5	1	1	36
18	1025.5	1	1	40
18	1025.5	1	1	55
18	1025.5	1	1	62
18	1025.5	1	1	63
18	1025.5	1	1	93
19	1315.5	1	1	37
19	1315.5	1	1	55
19	1315.5	1	1	62
19	1315.5	1	1	34
19	1315.5	1	1	87
20	2774.25	1	1	75
20	2774.25	1	1	40
20	2774.25	1	1	59
20	2774.25	1	1	45
21	1416.0	1	1	75
21	1416.0	1	1	3
21	1416.0	1	1	76
21	1416.0	1	1	25
22	835.5	1	1	19
22	835.5	1	1	91
22	835.5	1	1	55
22	835.5	1	1	67
23	2541.5555555555557	1	1	52
23	2541.5555555555557	1	1	33
23	2541.5555555555557	1	1	1
23	2541.5555555555557	1	1	102
23	2541.5555555555557	1	1	17
23	2541.5555555555557	1	1	40
24	1.0	1	1	50
24	1.0	1	1	57
24	1.0	1	1	60
24	1.0	1	1	39
24	1.0	1	1	48
24	1.0	1	1	50
24	1.0	1	1	27
25	2261.5	1	1	90
25	2261.5	1	1	12
26	1801.7142857142858	1	1	17
26	1801.7142857142858	1	1	27
26	1801.7142857142858	1	1	70
26	1801.7142857142858	1	1	18
26	1801.7142857142858	1	1	84
26	1801.7142857142858	1	1	59
27	1837.25	1	1	64
27	1837.25	1	1	17
27	1837.25	1	1	78
27	1837.25	1	1	48
27	1837.25	1	1	113
27	1837.25	1	1	41
28	1784.6666666666667	1	1	3
28	1784.6666666666667	1	1	46
28	1784.6666666666667	1	1	35
28	1784.6666666666667	1	1	65
28	1784.6666666666667	1	1	86
29	1716.5	1	1	55
29	1716.5	1	1	51
29	1716.5	1	1	27
29	1716.5	1	1	63
29	1716.5	1	1	83
30	2020.1666666666667	1	1	64
30	2020.1666666666667	1	1	53
30	2020.1666666666667	1	1	74
30	2020.1666666666667	1	1	23
30	2020.1666666666667	1	1	23
30	2020.1666666666667	1	1	54
31	1838.0	1	1	43
31	1838.0	1	1	47
31	1838.0	1	1	82
31	1838.0	1	1	54
31	1838.0	1	1	62
31	1838.0	1	1	65
32	2766.1111111111113	1	1	72
32	2766.1111111111113	1	1	39
32	2766.1111111111113	1	1	59
32	2766.1111111111113	1	1	66
32	2766.1111111111113	1	1	38
32	2766.1111111111113	1	1	49
32	2766.1111111111113	1	1	28
32	2766.1111111111113	1	1	37
33	2201.6363636363635	1	1	63
33	2201.6363636363635	1	1	103
33	2201.6363636363635	1	1	31
33	2201.6363636363635	1	1	32
33	2201.6363636363635	1	1	97
33	2201.6363636363635	1	1	23
33	2201.6363636363635	1	1	59
33	2201.6363636363635	1	1	59
33	2201.6363636363635	1	1	17
34	1938.2222222222222	1	1	20
