-1	1996.0	0.9	0.9
1	1919.2222222222222	79991756260.82066	52817487382.34791
2	1.0	1.0	1.0
3	2524.5	2064326497.758964	1362916738.5300653
4	2663.0	1790057505.0915453	1181934340.711899
5	3288.0	1150151370.8366914	759288731.7219839
6	1.0	1.0	1.0
7	1231.5	284993586.81776905	188165805.36534896
8	2060.25	1249540413.5670347	824997341.519651
9	2468.0	4065693895.5332193	2684302241.9614244
10	1325.6666666666667	758336962.1607741	500603014.83616525
11	1411.0	326054152.7190017	215272730.6098553
12	2886.3333333333335	4850865490.431367	3202827204.710812
13	3858.6666666666665	12597124620.344702	8317661654.367885
14	2518.3333333333335	3303911539.9154725	2181355634.612452
15	992.5	660980098.9126352	436394657.2162571
16	3567.5	1438093179.0846431	949534922.0048825
17	2431.6666666666665	3014884260.3537197	1990432757.6727042
18	1367.0	1533873038.4205115	1012674742.4074672
19	1753.6666666666667	2919601150.6240654	1927724270.3175752
20	3698.6666666666665	15285324982.73172	10092708673.825012
21	2831.0	536729447.4466723	354361439.86138755
22	1670.0	2069352032.1289792	1366348426.4471834
23	2859.125	4975571978.92635	3284764067.491006
24	1.0	2.249999999398463	2.249999998997438
25	2713.6	9525246636.835485	6289397393.81466
26	2101.8333333333335	2568075690.9123297	1695558650.269838
27	2099.5714285714284	3652205997.688597	2411382313.878149
28	2007.625	11216540693.529531	7405974295.973984
29	1907.111111111111	8898878203.166355	5875730169.538201
30	2424.0	1310282963.3715122	865071402.5309238
31	2205.4	6412976708.914087	4234137372.1804357
32	3111.75	12924115626.251364	8532642753.054059
33	2421.7	13662560081.769865	9020452788.964867
34	2180.375	3860155425.901552	2548536314.9604416
35	2290.8571428571427	8239703961.044124	5440341923.8552885
36	1902.0	2890534396.3401055	1908493306.9209795
37	1947.875	18530168848.089867	12234745831.086178
38	2285.5714285714284	3647199830.5170765	2408021686.4100704
39	2468.1428571428573	3587065977.6696634	2368242641.2039003
40	2175.0	15831429374.971958	10453165701.000523
41	2493.4285714285716	4212431469.396146	2781186205.2821183
42	1759.0	3384342937.4249225	2234472000.9900436
43	3894.3333333333335	22852156063.811813	15088982571.881363
44	2258.8571428571427	5201670731.601308	3434332685.406219
45	2874.3	13079944857.245417	8635401480.81546
46	2515.6	4175804259.22159	2757034001.6879735
47	2337.090909090909	16576659852.287186	10944682301.938293
48	3610.75	54340196585.30018	35879341751.627464
49	1318.75	4310785753.378095	2846171660.964804
50	2782.2	19181445113.78806	12663965820.341187
51	2229.0	5795140136.940748	3826004023.5067363
52	2494.125	6545548272.574312	4321296717.106519
53	4088.3333333333335	8272024560.564654	5461140477.577684
54	1896.3333333333333	3180872962.2221074	2100097286.297562
55	2814.6923076923076	12652081767.569763	8353511294.4040575
56	2141.8571428571427	18176480068.751198	12001596211.64562
57	2851.875	10345546469.00975	6830690919.909139
58	2260.8	3436154741.0103593	2268638803.30624
59	2413.3333333333335	22783600727.44863	15043091334.62882
60	2573.222222222222	14014784514.889002	9251766756.852966
61	2205.0	4241480681.5643864	2800395870.0875916
62	2676.3333333333335	13244481149.529434	8743848769.791277
63	2276.2	7588559912.264648	5010110900.662225
64	2980.375	6080706999.244401	4014443182.2455363
65	2235.769230769231	10630340977.860247	7018227535.538846
66	3218.25	1755370959.927783	1158896917.8206367
67	3066.0	20669236932.75714	13647519475.513254
68	2402.0	50729681.04781546	33493099.671409477
69	1470.5	1767892556.2631178	1167303127.5157776
70	1971.5	3292523447.3036823	2173825837.573183
71	3463.5714285714284	8456743938.029341	5583616872.425571
72	2592.1	5875653933.38015	3879218246.5493846
73	2285.5	730684467.0897044	482394547.22073543
74	3006.0	1621079439.638666	1070226662.6336825
75	1505.1666666666667	3325783889.349276	2195879266.52006
76	1854.0	2280123663.149394	1505403224.0825653
77	2104.1666666666665	8256889693.942485	5451888152.044912
78	3469.0	1640049445.7489564	1082737345.15461
79	2083.0	2116155149.853937	1396990009.550677
80	2633.6666666666665	5048299836.54408	3333183515.505386
81	4651.0	696676400.3354568	459977155.286321
82	3433.0	808141080.7293212	533564810.4857243
83	2323.8333333333335	1926919813.366873	1272250724.2776394
84	2119.0	6915764796.765025	4566408928.294606
85	3865.0	1670195721.3561416	1102511788.9038496
86	3447.5	3542679064.5662084	2338987419.5429416
87	4264.333333333333	2307870493.5698566	1523538285.8898273
88	3016.0	230091619.16432896	151915974.17177358
89	3414.8	15271832295.741804	10083756530.749771
90	1887.6666666666667	2702804869.5345097	1784583328.126172
91	3158.6666666666665	1941368454.919726	1281593000.7573295
92	1.0	1.125	1.125
93	2501.0	467064810.14777166	308366947.592467
94	3458.5	2446507284.0637875	1615361411.1011095
95	3804.0	3437258113.822658	2269454160.4714923
96	2865.0	183007968.4415786	120829893.67266656
97	4800.0	1787924739.1843195	1180424850.4089925
98	3275.5	13249418700.306274	8748357622.85445
99	1.0	0.9	0.9
100	4529.0	2015969201.9632592	1331112243.5966468
101	1.0	0.9	0.9
102	1996.0	861502686.5006388	568735383.0654866
103	4988.0	1857951791.4337888	1226658157.0147614
104	4783.0	650391788.9270896	429408380.6659295
105	1.0	0.9	0.9
106	1.0	1.0	1.0
112	1.0	0.9	0.9
113	3049.0	350181212.8827266	231206393.77321616
114	1.0	0.9	0.9
116	3786.0	480938658.9868849	317530154.77814776
119	1.0	0.9	0.9
139	1.0	0.9	0.9
